tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.14,0.11,12.7,1.96,0.02,0.01,1.21,4.69,2.76,,96.59,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.98,0.06,12.45,1.52,0.05,0.04,1.18,4.24,2.68,,95.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.78,0.12,12.66,1.93,0.11,0.07,1.36,4.4,2.91,,96.35,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.7,0.12,12.59,2.07,0.06,0.06,1.23,4.62,2.88,,96.34,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.38,0.14,13.46,2.68,0.15,0.09,1.73,5.01,2.59,,98.22,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.37,0.09,12.54,1.79,0.12,0.01,1.3,4.54,2.7,,95.46,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",70.25,0.26,13.92,3.98,0.19,0.13,2.46,4.91,2.16,,98.25,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.55,0.31,13.8,4.24,0.14,0.08,2.64,4.81,2.16,,97.72,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64.03,0.74,14.27,8.39,0.31,0.71,4.27,4.6,1.6,,98.96,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.96,0.58,14.08,7.91,0.29,0.37,3.99,4.55,1.83,,97.56,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.29,0.5,14.19,8.18,0.28,0.5,4.33,4.57,1.69,,97.53,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.2,0.7,14,9.18,0.32,0.61,4.37,4.4,1.66,,98.44,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.47,0.08,12.42,1.85,0.08,0.02,1.36,4.63,2.94,,95.85,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.8,0.05,12.72,1.82,0.06,0.03,1.27,4.74,2.8,,95.28,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.21,0.07,13.2,1.79,0.15,0.03,1.28,4.78,2.95,,97.46,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72.82,0.1,13.07,1.9,0.11,0.05,1.2,4.6,2.86,,96.72,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,71.97,0.13,13.1,1.99,0.15,0.04,1.29,3.91,2.82,,95.4,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.81,0.1,13.37,1.95,0.11,0.04,1.38,4.62,2.76,,98.15,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,74.26,0.09,13.27,1.82,0.07,0.03,1.32,3.82,2.83,,97.52,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.74,0.11,12.91,1.78,0.06,0.07,1.26,4.41,2.85,,97.19,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72.96,0.12,13.1,1.97,0.11,0.02,1.27,4.78,2.9,,97.23,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72.78,0.06,13.39,1.94,0.13,0.01,1.42,4.62,2.84,,97.19,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,71.42,0.14,13.09,1.93,0.09,0.02,1.47,4.79,2.9,,95.83,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,75.57,0.11,13.36,1.81,0.13,0.03,1.38,4.49,2.79,,99.67,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,74.66,0.11,13.47,2.08,0.1,0.06,1.23,4.58,2.78,,99.08,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,74.39,0.16,13.13,1.87,0.12,0.03,1.23,4.3,2.76,,97.99,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72,0.07,12.65,1.88,0.09,0.03,1.24,4.48,2.7,,95.14,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,71.87,0.05,12.68,1.94,0.09,0.03,1.34,4.61,2.84,,95.45,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.32,0.1,13.14,1.76,0.11,0.05,1.3,4.53,2.77,,97.07,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72.7,0.07,12.99,1.84,0.12,0.05,1.15,4.65,2.87,,96.45,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.11,0.1,12.88,1.98,0.1,0.04,1.42,3.65,2.77,,96.05,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,72.5,0.09,12.66,1.94,0.15,0.04,1.35,4.34,2.83,,95.89,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,71.69,0.08,12.77,2.1,0.11,0.03,1.38,4.03,2.89,,95.07,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.07,65.5,Svinadalur,73.15,0.07,12.8,1.89,0.13,0.01,1.27,4.51,3.01,,96.83,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,75.4,0.1,13.13,2.07,0.02,0.06,1.36,4.58,2.73,,99.45,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,76.81,0.1,12.67,1.7,0.03,0.04,1.17,3.84,2.58,,98.94,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,73.01,0.18,13.09,2.46,0.02,0.17,1.58,4.74,2.97,,98.22,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,72.71,0.12,12.75,1.86,0.05,0.04,1.12,4.42,2.83,,95.9,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,73.39,0.05,12.98,1.79,0.07,0.01,1.14,4.54,2.79,,96.75,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,73.62,0.11,12.59,1.88,0.03,0.05,1.3,3.87,2.95,,96.4,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,74.84,0.11,12.78,1.97,0.08,0.05,1.28,4.18,2.85,,98.14,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,73.7,0.12,13.09,1.94,0.04,0.05,1.31,4.61,2.8,,97.65,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,76.14,0.1,12.96,1.85,0.08,0.04,1.2,4.42,2.88,,99.67,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-19.956,65.511,Tungunesmuli,74.59,0.11,12.34,2.03,0.05,0.02,1.27,4.41,2.73,,97.55,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-14.6,65.183,Lögurinn ,72.84,0.186,14.2,3,0.036,0.143,2.03,4.56,2.67,,99.666,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,72.21,0.183,14.63,3.06,0.117,0.118,1.94,4.53,2.72,,99.508,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,71.87,0.218,14.36,3.15,0.146,0.127,1.97,4.56,2.54,,98.941,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,71.7,0.164,14.09,3.22,0.168,0.159,1.98,4.45,2.69,,98.621,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,71.32,0.189,14.2,3.15,0.131,0.109,2.06,4.44,2.68,,98.279,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,71.16,0.189,14.17,3.1,0.131,0.165,1.99,4.62,2.63,,98.156,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,71.09,0.217,14.09,3.03,0.175,0.133,2,4.34,2.65,,97.725,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,70.21,0.197,14.05,2.99,0.161,0.126,1.95,4.28,2.55,,96.513,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,69.34,0.211,13.66,3.08,0.095,0.103,1.96,4.28,2.69,,95.419,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,69.15,0.19,13.49,3,0.197,0.138,1.89,4.2,2.76,,95.015,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-14.6,65.183,Lögurinn,68.22,0.358,14.71,5.21,0.226,0.356,3.1,4.43,2.27,,98.879,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn ,75.63,0.081,12.87,1.48,0.154,0.046,1.59,3.98,2.89,,98.72,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,64.41,0.724,14.92,7.76,0.145,0.826,3.99,4.46,1.91,,99.145,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,62.58,1.166,15.31,8.52,0.239,1.487,4.65,4.53,1.89,,100.372,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,62.23,0.872,15.38,8.97,0.159,1.095,4.47,4.43,1.67,,99.277,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,61.56,0.891,15.18,9.44,0.304,1.133,4.54,3.75,1.76,,98.558,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,60.83,0.972,15.26,9.98,0.369,1.358,4.92,4.21,1.64,,99.539,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,60.82,1.128,14.93,10.12,0.268,1.74,5.24,4.48,1.45,,100.175,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,60.05,1.201,15.56,9.59,0.181,1.647,5.05,4.29,1.62,,99.189,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,59.61,1.163,15.49,9.58,0.434,1.72,5.23,4.26,1.56,,99.047,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,59.53,1.177,15.31,10.01,0.167,1.66,5.12,4.37,1.54,,98.884,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 4 Tephra,-14.6,65.183,Lögurinn,58.95,1.237,15.07,10.79,0.224,1.84,5.54,4.03,1.46,,99.14,"Gudmundsdóttir ER, Larsen G, Björck S, et al (2016) A new high-resolution Holocene tephra stratigraphy in eastern Iceland: Improving the Icelandic and North Atlantic tephrochronology. Quaternary Science Reviews 150:234–249. doi: 10.1016/j.quascirev.2016.08.011"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,71.47,0.22,14.43,3.13,0.17,0.05,1.97,3.85,2.56,0.06,97.91,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,71.45,0.16,14.37,3.18,0.14,0,2,5.01,2.46,0,98.77,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,71.15,0.24,14.28,3.18,0.03,0.03,1.97,4.92,2.37,0,98.17,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,70.24,0.13,13.99,3.06,0.16,0.1,1.95,4.18,2.55,0.05,96.41,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,70.2,0.03,14.21,3.2,0.13,0.08,1.96,4.39,2.35,0,96.55,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,69.66,0.18,14.05,3.18,0.09,0.21,2.15,4.47,2.39,0.11,96.49,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,68.93,0.16,13.74,2.96,0.06,0.11,1.8,4.88,2.43,0,95.07,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,67.75,0.25,14.79,4.74,0.17,0.21,2.84,4.18,2.21,0,97.14,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,67.27,0.32,15.06,5.34,0.17,0.3,3.08,4.58,2.17,0.07,98.36,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,67.06,0.28,14.39,4.71,0.12,0.31,2.66,4.05,2.22,0.02,95.82,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,66.3,0.38,15.08,5.85,0.18,0.45,3.22,5.14,2.22,0.13,98.95,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,65.41,0.43,15.18,6.11,0.23,0.38,3.51,4.63,2.03,0.11,98.02,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
Hekla 3 Tephra,-19.51,66.5,MD99-2275,64.89,0.45,15.13,6.54,0.17,0.37,3.56,4.74,1.82,0.17,97.84,"Gudmundsdóttir ER, Eiríksson J, Larsen G (2011) Identification and definition of primary and reworked tephra in Late Glacial and Holocene marine shelf sediments off North Iceland. Journal of Quaternary Science 26:589–602. doi: 10.1002/jqs.1474"
